tenure,maritalstatus_Single,preferredlogindevice_Computer,numberofaddress,complain,maritalstatus_Married,gender_Male,cashbackamount,daysincelastorder,couponused,preferredlogindevice_Mobile,gender_Female,preferredpaymentmode_E_wallet,preferedordercat_Fashion,maritalstatus_Divorced,numberofdeviceregistered,preferredpaymentmode_Cash_on_Delivery,preferredpaymentmode_Debit_Card,satisfactionscore,warehousetohome,churn
7.0,0.0,0.0,2.0,1.0,1.0,1.0,122.54966023883382,2.0,0.9008219004127841,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.900821900412785,1
0.0,1.0,0.0,2.0,0.0,0.0,0.0,127.42598505684138,9.182068209664541,2.1970113682774235,1.0,1.0,0.0,0.0,1.0,2.102241473791932,1.0,1.0,4.0,19.189539788970983,1
0.0,0.0,1.0,1.0,0.0,1.0,1.0,123.96604045215852,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.399858062601681,0.0,0.0,3.0,0.042254411456126184,1
0.7959643653711012,0.0,0.0,3.0,0.0,0.0,1.0,145.74316196016272,6.775786192226607,1.795964365371101,1.0,0.0,0.0,0.0,1.0,5.193946548056652,0.0,1.0,5.0,15.0,1
0.0,1.0,0.0,1.0,0.0,1.0,1.0,128.389873416665,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.1673725760465707,0.0,0.0,3.0,24.0,1
0.0,1.0,0.0,2.0,1.0,1.0,1.0,160.8130409434686,7.0,2.565749536103862,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,29.334643519851625,1
0.0,1.0,0.0,2.0,1.0,0.0,1.0,160.38450674795226,7.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,29.920072748699106,1
0.0,1.0,1.0,1.0,0.0,1.0,1.0,123.31529385138464,1.6239505307691677,1.0,1.0,0.0,0.0,0.0,0.0,3.811975265384584,0.0,0.0,4.0,0.1594367355763465,1
0.3553845686857394,1.0,0.0,2.0,0.0,0.0,1.0,136.11229208400468,1.6446154313142607,2.0,1.0,0.0,0.0,0.0,0.0,3.3553845686857393,1.0,1.0,3.0,10.64461543131426,1
14.513457508602219,0.0,0.0,4.0,0.0,1.0,1.0,207.36815147191086,1.2972492930876172,2.3243123232719043,1.0,1.0,1.0,1.0,0.0,3.7837917844853974,0.0,0.0,4.0,32.91895892242699,1
1.0,1.0,0.0,3.0,0.0,0.0,1.0,160.94214504037657,1.8915469717359668,1.4457734858679834,1.0,0.0,0.0,0.0,0.0,4.445773485867983,0.0,1.0,3.0,8.108453028264034,1
0.0,1.0,0.0,6.0,0.0,0.0,1.0,123.63542735995159,6.984311159371262,1.0,1.0,1.0,0.0,0.0,0.0,3.994770386457087,1.0,0.0,5.0,0.1594367355763465,1
0.0,1.0,0.0,1.0,0.0,1.0,1.0,128.96411755594661,0.4780184799438123,0.23900923997190615,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,10.282972280084282,1
15.717509160478087,1.0,0.0,6.0,0.0,1.0,1.0,204.49059340648205,2.1412454197609563,0.03531135494023907,1.0,1.0,0.0,1.0,0.0,3.035311354940239,0.0,1.0,4.0,29.717509160478087,1
7.0,1.0,0.0,2.0,0.0,1.0,1.0,121.8737030666308,0.0,0.7457337827312321,1.0,1.0,0.0,0.0,0.0,3.2542662172687677,0.0,1.0,4.0,24.01706486907507,1
1.7975194398347627,1.0,0.0,1.0,0.0,1.0,1.0,139.3457456458495,2.5950388796695254,0.2024805601652374,1.0,0.0,0.0,0.0,0.0,3.5062014004130937,0.0,0.0,4.0,29.0,1
1.0838530397612396,0.0,0.0,6.0,1.0,1.0,1.0,145.86877678080484,3.0,1.0419265198806198,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,13.0,1
0.0,0.0,0.0,2.0,1.0,1.0,1.0,161.79,7.0,3.3160296243489578,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,28.0,1
1.0,1.0,0.0,4.0,0.0,0.0,1.0,181.07342584370681,3.6730683836619207,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,3.0,12.980794849014238,1
1.0,0.0,0.0,7.0,0.0,1.0,1.0,148.67,4.0,1.8511119496675552,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,24.0,1
0.3056042154902149,0.0,1.0,3.0,0.0,1.0,1.0,143.24681264647066,1.6943957845097852,0.6112084309804298,1.0,0.0,0.0,0.0,0.0,3.6112084309804295,0.0,1.0,5.0,19.0,1
1.3700477145153984,0.0,0.0,4.0,1.0,0.0,1.0,184.73234046511715,1.8766507618282007,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,29.876650761828202,1
0.0,1.0,1.0,1.0,1.0,0.0,1.0,123.21432548159986,1.9926686752544946,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.1594367355763465,1
4.4218332864520615,0.0,0.0,2.0,0.0,1.0,1.0,180.45400644082753,3.1584523474657584,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,21.36830953050685,1
15.551389369045458,0.0,0.0,2.0,0.0,1.0,0.0,272.32625,9.551389369045458,3.5,1.0,1.0,1.0,0.0,1.0,5.275694684522729,0.0,0.0,1.0,8.551389369045458,1
5.054496567419159,1.0,1.0,4.0,1.0,0.0,1.0,117.7508455376449,2.166212814608211,0.27792906179726296,1.0,0.0,0.0,0.0,0.0,4.277929061797263,0.0,1.0,2.0,30.0,1
1.0,1.0,1.0,3.0,0.0,0.0,0.0,170.08,9.0,3.4430978902325373,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,36.0,1
1.2208669974396475,1.0,1.0,4.0,0.0,0.0,1.0,165.67402009603023,0.5930443341867842,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,30.372177336747136,1
0.0,0.0,0.0,6.0,0.0,1.0,1.0,124.0898472682573,3.6084743018221705,0.6084743018221707,1.0,0.0,0.0,0.0,0.0,3.3915256981778295,1.0,0.0,1.0,0.1594367355763465,1
1.0,1.0,1.0,4.0,0.0,1.0,1.0,147.803154468064,3.5873781591513763,0.8252436816972475,1.0,1.0,0.0,0.0,0.0,3.8252436816972475,1.0,0.0,4.0,7.587378159151376,1
0.0,1.0,1.0,3.0,0.0,1.0,1.0,129.98183883076436,2.6087637070063865,0.6956181464968069,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,6.695618146496807,1
3.9871269455828853,0.0,1.0,4.0,1.0,1.0,1.0,127.7824136977032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.996781736395722,0.0,1.0,1.0,8.003218263604278,1
1.0,0.0,0.0,4.0,0.0,1.0,1.0,149.60496671430542,1.3804106625401593,1.0,1.0,1.0,0.0,0.0,1.0,4.380410662540159,1.0,0.0,4.0,31.38041066254016,1
7.0,0.0,1.0,3.0,0.0,1.0,1.0,123.49109860208827,2.644506989558643,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,-0.05210784509715995,1
10.44061868106041,0.0,0.0,5.0,0.0,1.0,1.0,173.4013693892781,7.2058026687229155,1.5145066718072893,1.0,1.0,0.0,1.0,1.0,3.4116053374458315,0.0,1.0,4.0,15.794197331277084,1
1.0,1.0,1.0,10.0,1.0,1.0,0.0,224.4107289857698,3.0,2.092990639823132,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,29.07009360176868,1
0.0,1.0,0.0,2.0,1.0,0.0,1.0,125.1424493805107,7.41179773305161,3.5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.9853758922263909,1
0.48097288988612374,1.0,0.0,7.0,0.0,0.0,1.0,166.3688153046323,1.4429186696583711,0.9619457797722475,1.0,0.0,0.0,0.0,1.0,4.519027110113877,0.0,1.0,4.0,8.442918669658372,1
21.0,1.0,0.0,6.0,0.0,0.0,1.0,149.79,1.0,1.3576744740947726,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,9.0,1
1.0648535944829685,1.0,1.0,7.0,0.0,1.0,1.0,191.94508367326893,1.9351464055170315,2.0,1.0,1.0,1.0,0.0,0.0,4.935146405517032,0.0,0.0,5.0,33.19456078344891,1
11.940113488003082,1.0,0.0,3.0,0.0,0.0,0.0,272.32625,11.159967574856262,2.630024318857803,1.0,1.0,1.0,0.0,1.0,5.5,0.0,0.0,3.0,9.0,1
1.0,1.0,1.0,7.0,0.0,1.0,1.0,164.54076611449545,3.0,1.4385154120404762,1.0,0.0,0.0,0.0,0.0,4.561484587959524,1.0,0.0,3.0,10.561484587959523,1
7.0,1.0,1.0,8.0,0.0,1.0,1.0,121.8520250319392,0.0,0.43933990558382907,0.0,0.0,0.0,0.0,0.0,3.560660094416171,1.0,1.0,3.0,10.560660094416171,1
10.0,1.0,0.0,4.0,0.0,1.0,1.0,224.0686361696651,8.0,1.0,1.0,0.0,1.0,1.0,0.0,4.396512333403545,0.0,0.0,1.0,16.0,1
2.617660313868189,1.0,0.0,4.0,0.0,0.0,0.0,152.87823757398533,3.0,1.6764679372263622,1.0,1.0,1.0,0.0,0.0,5.3382339686131814,0.0,0.0,3.0,15.676467937226363,1
1.0,1.0,0.0,3.0,0.0,0.0,1.0,159.76419515985953,1.3900220006384605,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,9.58503300095769,1
0.0,0.0,1.0,1.0,0.0,1.0,1.0,129.90273704615896,1.4603585597435713,0.7301792798717857,1.0,0.0,1.0,0.0,0.0,3.269820720128214,0.0,1.0,3.0,8.269820720128214,1
1.0,1.0,0.0,3.0,1.0,0.0,1.0,147.23657857769743,1.0,2.0,1.0,0.0,1.0,0.0,0.0,5.2375741152700925,1.0,0.0,2.0,30.650098820360125,1
1.0,1.0,1.0,3.0,0.0,0.0,1.0,168.96390727172988,6.508721588682732,2.254360794341366,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,35.501744317736545,1
1.0,1.0,1.0,5.0,0.0,1.0,1.0,223.6894930615206,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,19.768825162597008,1
20.590143495292146,1.0,0.0,5.0,0.0,0.0,1.0,149.90944389565772,1.1171018584879584,1.9414490707560208,1.0,0.0,1.0,0.0,1.0,4.058550929243979,1.0,0.0,3.0,9.05855092924398,1
0.0,1.0,1.0,2.0,1.0,1.0,1.0,157.4748928953557,7.334238318696061,1.9972850439118175,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,32.66576168130394,1
8.064072794003208,1.0,0.0,2.0,0.0,0.0,1.0,221.11041188153123,8.0,1.5377575572213311,1.0,0.0,0.0,1.0,0.0,4.784896977111467,1.0,0.0,2.0,14.924484885557337,1
0.0,0.0,0.0,8.0,0.0,1.0,1.0,134.08,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,16.0,1
18.943074823362032,1.0,0.0,6.0,0.0,0.0,1.0,272.32625,8.211385035327593,3.5,1.0,1.0,1.0,0.0,1.0,3.4227700706551873,0.0,1.0,3.0,8.0,1
15.861847548467125,1.0,1.0,3.0,0.0,0.0,1.0,146.7163294767739,2.0345381128832187,0.48273094355839063,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,32.55180716932483,1
1.0,1.0,1.0,3.0,0.0,1.0,1.0,164.11001793803493,7.55980100204451,3.5,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,10.440198997955491,1
10.410189893174865,0.0,1.0,2.0,1.0,1.0,1.0,126.08847359140934,6.410189893174865,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.09105104711575947,1
1.0,1.0,1.0,3.0,0.0,0.0,0.0,149.66420233327267,3.0,1.3281927536093114,1.0,1.0,1.0,0.0,0.0,4.492289130413967,0.0,0.0,2.0,16.0,1
0.0,0.0,1.0,3.0,0.0,1.0,1.0,124.48279054571381,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.623862016418002,1
16.35440171871847,1.0,0.0,6.0,0.0,1.0,1.0,204.35950341563571,2.354401718718469,0.3101015038786603,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,29.911399570320384,1
10.661835858133633,0.0,1.0,2.0,1.0,1.0,1.0,216.29491107052345,6.23510437831031,2.7278581655107605,1.0,0.0,1.0,1.0,0.0,3.220611952711211,0.0,1.0,4.0,34.77938804728879,1
1.0,0.0,0.0,3.0,0.0,1.0,1.0,165.36130394091234,3.0,1.401774705936261,1.0,0.0,0.0,0.0,0.0,4.401774705936261,0.0,0.0,4.0,20.401774705936262,1
1.0,1.0,0.0,3.0,0.0,0.0,1.0,136.94387104788277,1.2643368857608102,1.0,1.0,1.0,0.0,0.0,0.0,4.735663114239189,0.0,1.0,3.0,15.528673771521621,1
0.0,0.0,0.0,6.0,0.0,1.0,1.0,123.67114021713886,3.0016524886070504,0.001652488607050362,1.0,0.0,0.0,0.0,0.0,3.9983475113929496,1.0,0.0,1.0,0.1594367355763465,1
0.0,0.0,1.0,1.0,0.0,1.0,1.0,125.79612766179173,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.066886668656442,0.0,0.0,3.0,0.12023314800918139,1
1.0,1.0,1.0,5.0,0.0,1.0,1.0,223.43276955986056,3.0,1.3574348004648085,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0,22.50204360325366,1
19.42124805329407,0.0,0.0,10.0,0.0,1.0,1.0,149.10765241391533,5.527488319764432,3.210624026647036,1.0,1.0,0.0,0.0,0.0,3.421248053294072,1.0,1.0,3.0,17.47251168023557,1
21.0,0.0,0.0,9.0,1.0,1.0,0.0,225.08,8.0,2.954266047062349,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,14.0,1
17.857393527679072,0.0,0.0,3.0,0.0,1.0,0.0,226.34489910510916,4.07174190959884,1.53587095479942,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,10.07174190959884,1
0.0,0.0,0.0,2.0,1.0,0.0,1.0,161.47877581787148,6.2899828544596765,2.7633276181532254,1.0,0.0,0.0,0.0,1.0,3.1183361909233875,0.0,1.0,3.0,28.118336190923387,1
1.0,1.0,0.0,3.0,1.0,0.0,0.0,209.2463233750326,3.4099048896962882,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,5.0,20.130665772125983,1
7.0,1.0,1.0,6.0,1.0,1.0,1.0,121.06961915445248,1.6796045712712344,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,11.679604571271234,1
0.0,1.0,0.0,5.0,0.0,1.0,1.0,135.35967871849502,2.616167048066956,0.383832951933044,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,16.91916475966522,1
6.428127728772814,0.0,1.0,7.0,0.0,1.0,1.0,124.04890420342039,0.8562554575456269,1.0,1.0,0.0,0.0,0.0,0.0,3.5718722712271864,1.0,1.0,3.0,0.1594367355763465,1
1.0,1.0,1.0,2.0,0.0,0.0,1.0,149.99681885702108,3.0,2.175538721724396,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,16.587769360862197,1
1.0,1.0,1.0,7.0,0.0,1.0,1.0,179.99954782268432,2.631047493732721,2.0,1.0,1.0,0.0,0.0,0.0,5.223285620299541,1.0,0.0,1.0,21.631047493732723,1
1.0,1.0,1.0,8.0,0.0,0.0,1.0,172.20868722468182,3.362235441652288,1.0,0.0,0.0,0.0,0.0,0.0,5.318882279173856,0.0,1.0,5.0,35.63776455834771,1
0.0,1.0,0.0,5.0,0.0,1.0,1.0,198.42439321272806,3.6725564437096607,1.6654887112580679,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,7.665488711258067,1
11.0,0.0,1.0,3.0,1.0,1.0,1.0,243.49,10.0,3.5,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,4.0,36.0,1
1.0,1.0,1.0,2.0,0.0,1.0,0.0,148.9858060233339,1.0483835277827105,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,14.927424708325935,1
0.8316970436757735,0.0,1.0,2.0,0.0,1.0,1.0,141.9793828289065,1.1683029563242266,1.8316970436757734,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,16.673211825296907,1
1.0,0.0,0.0,9.0,0.0,1.0,1.0,159.08,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,1.0,17.0,1
0.0,1.0,1.0,1.0,0.0,0.0,1.0,124.784959449366,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,-0.01061069158171965,1
1.0,0.0,0.0,6.0,0.0,1.0,1.0,148.68792353441532,3.701274426411227,2.0,1.0,0.0,0.0,0.0,0.0,4.701274426411227,1.0,0.0,1.0,23.701274426411228,1
0.0,0.0,1.0,2.0,0.0,1.0,1.0,125.80517282975104,0.0,0.05932075488465949,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.2081134156613239,1
0.25929675886577375,1.0,0.0,7.0,0.0,0.0,1.0,167.73116623553267,0.5185935177315475,0.7778902765973212,1.0,0.0,0.0,0.0,0.0,4.740703241134226,0.0,1.0,3.0,6.777890276597321,1
13.570343187261065,1.0,1.0,3.0,1.0,0.0,1.0,149.87506150203785,1.7110295617831948,1.0,1.0,0.0,1.0,0.0,1.0,4.140686374522129,0.0,0.0,3.0,8.281372749044259,1
0.0,1.0,0.0,6.0,0.0,0.0,1.0,126.19455423892957,4.381809248546194,0.12726974951539816,1.0,1.0,0.0,0.0,0.0,3.1272697495153983,1.0,0.0,5.0,0.1594367355763465,1
10.89353496754266,1.0,0.0,10.0,1.0,0.0,1.0,179.77736657123413,1.7903321660409564,1.0,1.0,1.0,0.0,1.0,0.0,4.841933566791809,0.0,1.0,2.0,7.0,1
7.0,1.0,0.0,2.0,0.0,0.0,1.0,113.9802473828185,0.0,0.18610141784627732,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,8.186101417846277,1
13.80264330979571,1.0,1.0,4.0,1.0,1.0,1.0,171.42741909831747,1.3947133804085792,1.6052866195914208,0.0,0.0,0.0,0.0,0.0,3.8026433097957106,1.0,0.0,3.0,8.381496831430027,1
10.709065566310537,1.0,1.0,3.0,1.0,1.0,1.0,147.8023330508812,1.8327475469515706,1.9163737734757853,0.0,0.0,0.0,0.0,0.0,3.4581868867378924,0.0,0.0,3.0,6.916373773475785,1
7.0,0.0,0.0,2.0,1.0,1.0,1.0,122.75,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,13.0,1
1.0,1.0,1.0,3.0,1.0,1.0,1.0,182.86837925406473,8.133479972415945,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,33.86652002758406,1
1.1612030275142493,1.0,0.0,7.0,0.0,1.0,1.0,178.18907066789373,2.838796972485751,1.0806015137571245,1.0,1.0,0.0,0.0,0.0,4.9193984862428755,1.0,0.0,4.0,14.596992431214376,1
2.9117572278950608,1.0,0.0,2.0,0.0,0.0,0.0,130.18388870217274,1.4558786139475304,0.2720606930262348,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,25.45587861394753,1
1.4893834570658993,1.0,1.0,4.0,0.0,0.0,1.0,165.51033343512253,2.489383457065899,0.49646115235529975,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,31.0070776952894,1
5.505194379078564,0.0,1.0,6.0,0.0,1.0,1.0,175.46404573791276,7.43685070261518,0.43685070261517955,1.0,1.0,0.0,1.0,0.0,3.4368507026151796,0.0,1.0,4.0,16.0,1
14.918032914609586,0.0,0.0,3.0,0.0,1.0,1.0,174.9861474729704,7.729508228652397,2.5532788002833886,1.0,1.0,1.0,1.0,1.0,4.459016457304793,0.0,0.0,3.0,15.540983542695207,1
1.0,1.0,0.0,3.0,0.0,1.0,1.0,206.75772687363562,1.7034613030266708,1.7655128989911097,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,21.35859029293777,1
2.0,0.0,0.0,6.0,0.0,1.0,1.0,173.55,5.0,1.1589081676693536,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,9.0,1
2.169324551567076,0.0,0.0,4.0,1.0,1.0,1.0,185.96855530642375,1.6102251494776412,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,29.610225149477643,1
0.13535408227768553,1.0,1.0,2.0,0.0,0.0,1.0,148.8827880920883,1.270708164555371,1.0,1.0,1.0,0.0,0.0,1.0,3.1353540822776855,0.0,1.0,3.0,12.864645917722314,1
6.491749483825726,1.0,1.0,2.0,0.0,1.0,1.0,241.7519260564326,13.254125258087138,3.127062629043569,0.0,0.0,0.0,0.0,0.0,3.6215622849273856,0.0,1.0,4.0,17.502750172058093,1
2.372179374931442,1.0,0.0,2.0,0.0,1.0,1.0,155.19120251246846,1.686089687465721,1.6569551562671396,1.0,1.0,1.0,0.0,0.0,2.6860896874657207,0.0,0.0,4.0,25.68608968746572,1
0.04338537891654204,1.0,0.0,9.0,1.0,1.0,1.0,147.83919638096927,2.2603122734992525,2.0,1.0,1.0,0.0,0.0,0.0,3.108463447291355,0.0,1.0,1.0,7.0,1
2.7931259509307367,1.0,0.0,2.0,0.0,0.0,1.0,163.70348488018067,3.7931259509307367,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,29.931041983643578,1
1.0,1.0,1.0,3.0,1.0,0.0,0.0,154.21720895913654,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.942945278848746,0.0,1.0,1.0,12.942945278848745,1
7.0,1.0,1.0,2.0,1.0,1.0,0.0,121.0221870746932,0.5643741493864003,1.0,1.0,1.0,0.0,0.0,0.0,3.2821870746932,1.0,1.0,4.0,7.4356258506136,1
0.0,1.0,1.0,6.0,0.0,0.0,1.0,126.31876254361353,2.953177265056376,0.26170568373590597,1.0,1.0,0.0,0.0,0.0,3.261705683735906,1.0,0.0,5.0,0.1594367355763465,1
0.0,0.0,1.0,4.0,0.0,1.0,1.0,198.24,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,26.0,1
0.9062545805210367,1.0,1.0,3.0,0.0,1.0,1.0,200.08153213114554,8.84370877531067,2.1406181292184447,1.0,1.0,0.0,1.0,0.0,2.1874908389579266,0.0,1.0,3.0,7.812509161042073,1
7.249546199849506,1.0,1.0,2.0,1.0,1.0,1.0,123.32018152006019,2.7504538001504937,1.750453800150494,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.3706079211841076,1
4.3683016432282145,1.0,1.0,8.0,1.0,1.0,1.0,152.71237737675787,3.271949726128631,2.456100547742738,0.0,0.0,1.0,0.0,0.0,2.728050273871369,0.0,0.0,2.0,25.728050273871368,1
14.962406950328145,1.0,0.0,3.0,0.0,0.0,1.0,151.77466160035613,3.0,1.0,1.0,0.0,1.0,0.0,1.0,4.518796524835928,0.0,0.0,2.0,9.518796524835928,1
1.0,0.0,1.0,9.0,0.0,1.0,1.0,226.8996712064776,5.20104063019784,2.37565039387365,1.0,0.0,0.0,1.0,0.0,4.55026015754946,0.0,0.0,4.0,17.0,1
1.116447215224094,1.0,1.0,6.0,1.0,0.0,1.0,236.43046837570634,8.563026101313731,0.7815130506568657,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,20.330131670865544,1
10.607803054613688,1.0,1.0,8.0,0.0,1.0,1.0,253.26315587606962,11.196098472693155,2.098049236346578,0.0,0.0,0.0,0.0,0.0,5.336584606089037,0.0,1.0,3.0,16.13073231512877,1
1.0,1.0,1.0,2.0,1.0,0.0,0.0,200.53,8.0,3.243785596836692,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,21.0,1
1.0,1.0,1.0,3.0,0.0,0.0,1.0,140.6399157357269,1.0,1.9663863998167175,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,10.0,1
14.12530640691071,1.0,1.0,2.0,0.0,1.0,1.0,206.19863809137973,3.3759192207321274,1.0,1.0,1.0,0.0,1.0,0.0,4.937346796544645,1.0,1.0,1.0,13.624080779267873,1
1.0,0.0,0.0,7.0,0.0,1.0,1.0,148.67,4.0,1.0935625466555892,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,24.0,1
0.0,1.0,0.0,2.0,1.0,1.0,1.0,124.06544916760816,0.8607546288824048,0.13924537111759516,1.0,1.0,0.0,0.0,0.0,3.860754628882405,0.0,1.0,1.0,0.1594367355763465,1
1.0,1.0,1.0,3.0,0.0,0.0,1.0,138.74897696802643,1.0,1.532420682275217,1.0,1.0,0.0,0.0,0.0,4.798631023412826,0.0,1.0,3.0,7.935158635449566,1
1.0,0.0,0.0,5.0,0.0,1.0,1.0,148.55,4.0,0.5889043973992935,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,1
1.0,1.0,0.0,6.0,0.0,1.0,1.0,148.93930995018312,2.6526566737411574,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,32.0,1
1.0,1.0,0.0,6.0,0.0,1.0,1.0,150.25365669211578,1.8998333456872725,2.0,1.0,1.0,0.0,0.0,0.0,5.050083327156364,1.0,0.0,3.0,31.899833345687274,1
0.1091169838774475,0.0,1.0,2.0,0.0,1.0,1.0,128.60730366735348,0.043646793550979,0.9781766032245105,0.0,1.0,0.0,0.0,0.0,3.9454415080612764,0.0,0.0,3.0,27.93452980967353,1
10.344841255297643,1.0,1.0,4.0,0.0,1.0,1.0,167.85327579372353,2.008630941473233,1.0,0.0,1.0,0.0,0.0,0.0,4.336210313824411,0.0,1.0,5.0,33.67242062764882,1
3.0,1.0,0.0,2.0,0.0,0.0,1.0,164.03121466421123,3.8535777368542017,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,29.9267888684271,1
4.921177284232893,0.0,0.0,9.0,0.0,1.0,1.0,230.37858640700344,8.879663633076316,3.219915908269079,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,7.0,1
10.0,0.0,1.0,2.0,1.0,1.0,1.0,218.49,8.0,3.5,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,35.0,1
1.0,0.0,0.0,3.0,0.0,1.0,1.0,229.1092189677078,8.578386818929035,3.5,1.0,0.0,0.0,1.0,0.0,5.473871060356988,0.0,1.0,1.0,10.790968482855906,1
7.0,1.0,1.0,2.0,0.0,0.0,1.0,118.93111373704072,0.0,0.4187933190741614,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,12.743620042777515,1
0.0,1.0,1.0,6.0,0.0,0.0,0.0,166.96,1.0,0.7398422090379488,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,32.0,1
1.0,1.0,1.0,9.0,0.0,1.0,1.0,172.5473348812466,2.1924628949421896,1.0,1.0,0.0,0.0,0.0,0.0,4.827052412451824,0.0,0.0,5.0,35.73082096498073,1
15.0,0.0,0.0,3.0,0.0,0.0,1.0,149.41374058190056,7.018702909502753,3.47194563574587,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,13.94389127149174,1
0.2565300624442478,1.0,0.0,2.0,1.0,0.0,1.0,158.569878970562,3.7434699375557523,3.371734968777876,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,10.513060124888495,1
2.3083492029481487,1.0,1.0,5.0,0.0,0.0,1.0,160.63347729752303,2.0374761955777765,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,11.420777789681479,1
